carat,cut,color,clarity,depth,table,price,depth_categories
0.36,0,0,3.1,61.7,55.0,1094,0.0
1.01,1,4,6.0,62.4,60.0,4836,0.2
1.65,0,3,0.0,62.4,55.0,17729,0.2
0.33,2,0,3.1,63.2,56.0,1109,0.2
0.57,0,1,3.1,62.0,55.0,2177,0.0
0.43,0,2,3.6,61.1,56.0,905,0.0
0.71,0,0,6.0,60.6,57.0,3035,0.0
1.24,1,5,3.6,60.2,58.0,6257,0.0
0.7,0,1,6.0,61.6,56.0,3330,0.0
1.01,1,0,2.5,62.4,58.0,10732,0.2
0.35,0,4,2.0,62.6,57.0,1024,0.2
0.33,0,5,2.5,61.0,56.0,722,0.0
0.31,2,2,3.6,63.4,56.0,802,0.2
0.3,1,1,3.6,61.7,60.0,731,0.0
0.53,0,0,0.0,62.2,55.0,3812,0.2
0.23,0,2,2.0,62.4,55.0,505,0.2
0.71,2,4,3.6,59.2,63.0,2450,0.0
0.41,0,1,3.1,61.5,56.0,1007,0.0
0.56,4,1,3.6,64.7,60.0,1737,0.2
1.42,0,5,6.0,61.9,57.0,7157,0.0
0.46,1,5,0.0,59.4,60.0,1208,0.0
0.3,1,5,6.0,61.6,59.0,506,0.0
0.7,2,4,6.5,60.7,57.0,2058,0.0
2.19,1,4,6.0,61.6,58.0,17016,0.0
0.59,0,1,3.6,62.1,55.0,1875,0.2
1.01,4,0,3.6,59.1,68.0,5797,0.0
0.71,0,2,3.6,61.5,55.0,3516,0.0
0.9,3,1,3.6,63.7,58.0,3948,0.2
0.3,1,4,3.6,61.8,60.0,473,0.0
0.7,2,3,3.1,59.2,58.0,2676,0.0
1.21,2,1,6.0,61.0,60.0,5885,0.0
1.11,1,0,10.0,61.9,58.0,3589,0.0
0.62,4,2,3.1,60.0,64.0,2083,0.0
1.11,0,1,6.5,61.2,55.0,5262,0.0
0.52,2,2,6.0,60.0,58.0,1261,0.0
1.21,1,0,2.0,60.1,59.0,17192,0.0
0.3,0,2,2.0,62.1,55.0,1114,0.2
1.34,0,5,2.5,61.4,56.0,8079,0.0
0.28,0,0,2.5,61.1,55.0,827,0.0
0.5,1,3,3.1,59.7,60.0,1746,0.0
0.38,1,0,6.0,60.7,60.0,733,0.0
1.02,3,3,3.6,63.2,57.0,6058,0.2
1.05,1,0,6.0,61.6,61.0,5351,0.0
1.5,3,4,6.5,57.3,62.0,5833,0.2
1.04,1,4,3.6,59.6,58.0,5344,0.0
0.41,0,2,6.5,62.6,57.0,603,0.2
0.56,0,1,3.6,61.6,57.0,1625,0.0
0.8,1,2,6.0,61.5,60.0,2890,0.0
0.35,0,2,3.6,61.4,54.0,906,0.0
2.0,2,6,6.0,60.8,58.0,12768,0.0
0.41,0,3,2.0,61.5,57.0,1123,0.0
0.43,2,3,2.5,61.7,56.0,976,0.0
1.06,0,3,6.0,62.9,56.0,5461,0.2
0.72,0,2,6.5,61.7,55.0,2298,0.0
0.81,0,1,6.0,62.4,57.0,3109,0.2
0.48,2,1,3.6,59.9,58.9,1320,0.0
0.36,1,0,6.0,61.5,59.0,851,0.0
0.41,0,3,2.5,62.5,55.0,1007,0.2
0.22,1,2,6.0,60.4,61.0,342,0.0
0.71,2,0,6.5,59.7,60.0,2123,0.0
0.36,0,0,6.0,61.2,57.0,851,0.0
0.75,0,1,3.1,62.0,55.0,3462,0.0
0.31,1,3,2.5,62.2,59.0,907,0.2
0.3,0,3,2.5,61.0,57.0,665,0.0
0.58,1,0,3.1,59.2,60.0,2401,0.0
1.24,0,3,3.1,61.9,54.0,8584,0.0
1.09,0,1,6.5,61.7,58.0,5042,0.0
0.38,0,5,6.0,61.6,57.0,626,0.0
0.84,0,6,3.1,62.0,55.0,2456,0.0
1.51,2,6,10.0,63.3,57.0,4600,0.2
0.43,1,0,2.0,59.6,58.0,1659,0.0
1.16,1,3,6.5,62.6,58.0,4969,0.2
1.52,0,2,3.6,62.8,55.0,14038,0.2
0.42,0,2,6.0,61.5,55.0,931,0.0
1.21,1,2,3.1,62.6,59.0,10018,0.2
0.3,2,3,6.5,58.1,61.0,394,0.2
0.7,2,6,3.6,61.1,61.0,1952,0.0
0.33,0,1,2.0,61.7,56.0,1052,0.0
1.22,1,3,3.1,62.2,59.0,8583,0.2
0.28,0,1,2.5,60.8,55.0,787,0.0
0.31,0,1,2.5,61.6,57.0,1046,0.0
0.7,4,6,10.0,64.7,59.0,1066,0.2
0.62,3,0,6.5,64.0,56.0,1410,0.2
0.9,2,0,6.0,60.9,57.0,4438,0.0
0.9,2,1,6.0,61.6,57.0,4463,0.0
0.9,3,1,3.6,63.1,58.0,4580,0.2
1.11,0,5,3.1,63.0,56.0,5152,0.2
2.04,1,3,6.5,62.1,59.0,14900,0.2
0.41,1,3,3.6,61.6,58.0,1061,0.0
0.35,0,1,6.0,62.3,56.0,614,0.2
0.36,0,2,6.0,61.5,57.0,770,0.0
0.41,3,6,3.1,63.7,56.0,830,0.2
1.67,3,6,6.0,58.8,61.0,8013,0.2
1.59,0,4,3.6,60.7,61.0,11437,0.0
0.3,2,3,0.0,62.3,55.0,850,0.2
1.01,1,2,6.5,61.6,58.0,4497,0.0
0.53,1,0,6.0,60.0,58.0,1631,0.0
1.82,1,4,6.0,62.0,59.0,14949,0.0
0.58,0,0,3.6,61.2,54.0,1889,0.0
0.42,1,0,6.0,62.8,58.0,1040,0.2
0.58,0,4,6.0,61.9,59.0,1389,0.0
0.71,0,2,3.6,61.2,56.0,2891,0.0
0.32,1,0,6.0,61.4,58.0,589,0.0
1.06,0,1,6.0,61.6,56.0,5798,0.0
1.19,3,1,3.6,57.4,60.0,6937,0.2
0.3,0,0,6.0,62.5,57.0,709,0.2
0.9,2,1,6.0,60.3,58.0,4921,0.0
1.24,1,0,3.6,59.3,58.0,9738,0.0
0.61,1,2,6.0,60.4,56.0,1359,0.0
0.4,3,2,2.0,63.3,57.0,1145,0.2
0.9,4,3,6.5,55.9,62.0,3104,0.2
1.39,0,3,2.5,61.4,54.0,12462,0.0
0.31,0,5,2.0,61.6,55.0,557,0.0
0.4,2,5,3.1,63.0,56.0,737,0.2
0.41,0,0,3.1,62.4,56.0,1105,0.2
1.01,3,4,6.5,65.7,60.0,3926,0.2
0.52,0,3,2.5,62.3,56.0,1906,0.2
2.27,1,4,6.5,60.7,59.0,15783,0.0
1.01,3,1,6.0,63.2,59.0,5411,0.2
0.35,1,1,6.0,61.2,58.0,614,0.0
0.72,0,2,6.5,61.2,58.0,2300,0.0
0.32,0,1,0.0,61.2,57.0,1300,0.0
1.0,1,2,3.6,62.7,58.0,6608,0.2
0.35,2,1,6.0,61.9,58.0,614,0.0
0.82,2,3,6.5,62.5,56.0,2893,0.2
1.51,0,6,3.6,61.5,56.0,8203,0.0
1.01,1,2,6.5,59.2,58.0,3837,0.0
1.01,3,2,2.5,65.9,54.0,7001,0.2
0.4,0,2,3.1,61.3,57.0,917,0.0
1.0,2,2,3.6,61.6,56.0,6013,0.0
1.16,1,0,10.0,61.8,59.0,3644,0.0
0.8,2,2,6.0,63.5,55.0,2914,0.2
0.33,0,1,2.0,61.9,54.0,917,0.0
0.36,1,0,6.5,61.2,59.0,689,0.0
0.38,0,5,3.6,60.5,56.0,648,0.0
0.78,0,1,6.5,61.0,56.0,3053,0.0
0.76,1,4,2.5,59.6,57.0,2792,0.0
0.61,0,3,0.0,61.8,52.0,2601,0.0
0.31,0,4,3.1,62.6,55.0,544,0.2
2.01,2,6,6.0,61.7,59.0,14125,0.0
0.83,2,0,0.0,59.7,53.0,7889,0.0
1.0,1,2,6.5,61.1,61.0,4452,0.0
0.83,3,1,6.0,63.7,59.0,3250,0.2
0.8,2,5,3.6,62.0,58.0,2833,0.0
0.51,0,2,2.5,61.8,56.0,2098,0.0
0.55,0,4,2.0,61.6,55.0,2303,0.0
0.6,1,2,6.5,58.9,59.0,1378,0.2
0.38,1,2,6.0,62.0,58.0,653,0.0
0.28,2,2,3.1,62.3,52.0,536,0.2
0.7,3,2,6.0,63.1,57.0,2161,0.2
1.05,2,4,6.0,60.5,58.0,5406,0.0
1.02,0,0,2.5,62.2,59.0,11573,0.2
0.31,0,1,2.0,61.0,57.0,903,0.0
0.44,2,6,2.5,63.6,58.0,834,0.2
0.7,3,3,2.5,61.1,61.0,3046,0.0
1.06,1,0,3.6,62.3,59.0,7541,0.2
3.0,4,5,6.5,64.8,59.0,16970,0.2
0.7,0,4,3.6,61.5,56.0,3038,0.0
0.4,2,0,2.5,62.0,61.0,1128,0.0
0.7,0,2,6.5,62.0,56.0,2355,0.0
0.41,2,3,3.1,60.0,61.0,899,0.0
0.82,1,2,6.5,60.3,57.0,2723,0.0
0.32,0,2,3.6,62.4,56.0,645,0.2
1.5,1,3,3.1,61.2,59.0,14234,0.0
0.3,1,5,3.1,60.3,58.0,608,0.0
0.31,1,5,6.0,62.8,60.0,537,0.2
0.48,0,1,2.5,60.7,56.0,2102,0.0
0.56,0,0,6.0,62.3,56.0,1723,0.2
0.79,2,4,3.6,61.5,55.0,2945,0.0
1.05,0,4,6.5,61.2,57.0,4331,0.0
0.72,0,3,3.6,61.4,55.0,2952,0.0
1.0,3,0,3.6,63.9,56.0,7200,0.2
0.3,0,0,2.0,61.3,57.0,1000,0.0
0.4,1,0,6.5,62.4,58.0,855,0.2
0.43,2,6,3.6,60.9,59.0,731,0.0
0.9,3,0,6.0,62.0,62.0,4187,0.0
0.32,2,1,3.6,62.0,54.0,702,0.0
0.32,1,1,6.0,60.4,61.0,672,0.0
0.3,0,4,3.1,62.1,56.0,545,0.2
1.02,3,3,3.1,57.3,59.0,5706,0.2
1.73,1,5,6.5,62.0,60.0,9207,0.0
1.22,1,5,6.5,62.5,58.0,5226,0.2
0.33,0,2,2.5,61.4,55.0,761,0.0
0.31,2,3,6.0,63.2,54.0,593,0.2
2.0,3,4,6.0,63.3,59.0,17600,0.2
0.3,2,3,3.1,62.4,58.0,605,0.2
0.91,1,4,6.0,60.2,52.0,2935,0.0
0.52,2,3,6.0,60.6,61.0,1161,0.0
0.81,0,1,3.6,62.0,57.0,4314,0.0
0.74,0,3,6.0,60.6,55.0,3130,0.0
1.59,1,4,3.6,62.1,58.0,11333,0.2
0.33,0,1,6.0,62.0,54.0,579,0.0
1.01,1,3,6.0,59.6,61.0,4672,0.0
1.83,2,2,6.0,63.2,56.0,11782,0.2
0.31,0,4,6.0,61.9,56.0,595,0.0
2.04,1,2,6.5,60.2,58.0,18066,0.0
0.57,0,3,3.1,60.8,56.8,1899,0.0
0.51,1,1,3.6,63.0,59.0,1709,0.2
0.52,0,1,3.6,62.6,57.0,1815,0.2
0.51,0,0,6.0,62.9,55.0,1346,0.2
1.4,2,0,6.5,61.8,54.0,8268,0.0
0.4,2,1,3.6,62.9,55.0,912,0.2
1.21,0,3,2.0,60.2,57.0,10232,0.0
2.25,3,6,6.0,62.4,61.0,15287,0.2
1.01,2,0,6.0,62.6,56.0,5731,0.2
0.75,1,2,6.5,60.5,58.0,2394,0.0
0.31,0,2,2.5,62.2,53.0,706,0.2
1.35,0,3,0.0,62.2,57.0,14616,0.2
1.01,3,1,3.6,58.0,60.0,6522,0.2
0.51,2,3,2.0,63.2,59.0,1871,0.2
0.31,0,3,2.0,61.6,57.0,789,0.0
0.82,0,2,3.6,61.9,57.0,3514,0.0
1.23,1,3,3.6,61.1,57.0,8128,0.0
1.47,1,4,6.5,59.1,56.0,7573,0.0
0.52,1,3,3.6,61.7,58.0,1577,0.0
0.34,1,3,3.6,60.3,58.0,596,0.0
0.32,0,1,6.5,62.7,55.0,576,0.2
0.51,0,0,3.6,61.5,57.0,1787,0.0
0.26,2,2,2.5,59.9,59.0,597,0.0
1.52,3,5,6.0,64.0,58.0,9295,0.2
0.77,2,2,6.5,60.1,56.0,2667,0.0
0.73,3,1,3.1,60.8,61.0,3471,0.0
0.72,1,0,6.0,60.4,59.0,2691,0.0
1.24,0,4,3.1,63.0,56.0,7222,0.2
1.0,2,4,6.5,63.3,57.0,4200,0.2
0.51,2,1,6.0,62.8,55.0,1438,0.2
0.53,2,1,3.6,58.3,62.0,1607,0.2
0.9,3,3,6.0,63.8,59.0,3734,0.2
0.5,0,3,2.5,62.1,55.0,1838,0.2
0.7,3,0,6.0,64.2,60.0,2318,0.2
0.71,1,3,6.0,61.7,58.0,2386,0.0
1.51,0,5,6.0,62.7,57.0,8193,0.2
0.54,0,1,2.5,61.9,54.5,2479,0.0
0.53,2,1,2.5,63.1,60.0,2043,0.2
0.64,1,1,2.5,62.1,58.0,2870,0.2
0.9,1,0,6.0,62.1,60.0,3812,0.2
0.42,0,3,3.6,62.4,54.0,1087,0.2
1.5,1,2,6.0,62.6,60.0,10962,0.2
1.05,0,3,3.1,61.5,55.0,7247,0.0
0.55,2,1,3.6,61.5,56.0,1786,0.0
0.34,0,4,2.5,61.8,54.0,880,0.0
0.31,1,1,6.0,60.1,61.0,698,0.0
1.21,4,6,6.0,65.0,59.0,4147,0.2
0.7,1,1,3.6,59.5,59.0,2862,0.0
0.41,2,3,3.1,60.6,56.0,976,0.0
0.51,2,0,3.6,63.1,56.0,1658,0.2
0.31,0,1,2.5,62.0,54.0,864,0.0
1.09,0,3,3.6,62.0,54.0,6905,0.0
0.71,3,6,3.6,63.5,64.0,1644,0.2
1.21,3,3,6.0,63.8,58.0,5597,0.2
0.5,2,0,0.0,62.9,59.0,3378,0.2
1.02,1,2,6.0,61.8,59.0,5686,0.0
0.26,2,4,2.5,60.5,56.0,486,0.0
1.5,0,2,3.6,61.4,55.0,14372,0.0
0.54,1,3,6.0,60.8,59.0,1356,0.0
0.95,0,3,6.0,60.7,56.0,4469,0.0
0.54,0,2,6.5,61.1,56.0,1240,0.0
0.52,1,3,6.0,60.7,59.0,1280,0.0
0.5,0,0,6.0,62.9,57.0,1654,0.2
0.72,1,2,6.0,59.9,58.0,2742,0.0
1.35,1,2,3.6,61.9,58.0,10962,0.0
1.0,2,2,3.1,62.6,57.0,6468,0.2
0.83,0,1,6.0,61.6,56.0,3775,0.0
0.32,2,4,6.0,63.4,55.0,591,0.2
0.32,0,3,3.1,61.8,55.0,645,0.0
0.42,2,2,3.1,59.9,61.0,1031,0.0
0.9,2,3,6.5,62.6,60.0,3593,0.2
0.81,1,1,6.0,60.8,59.0,3270,0.0
1.04,0,3,6.5,61.4,57.0,4375,0.0
0.43,0,5,6.0,60.9,57.0,852,0.0
1.01,1,1,3.6,58.1,60.0,6516,0.2
2.2,0,3,6.5,62.0,57.0,18168,0.0
1.38,2,6,3.6,62.7,56.0,6494,0.2
0.52,0,4,3.1,61.4,56.0,1408,0.0
1.11,2,0,6.5,59.9,57.0,5042,0.0
0.3,2,4,3.1,62.9,57.0,526,0.2
1.12,0,6,3.6,60.1,57.0,4422,0.0
0.42,0,1,3.6,61.6,57.0,908,0.0
0.74,0,4,3.6,62.5,54.0,2497,0.2
0.3,0,4,2.0,62.5,53.8,639,0.2
1.01,1,2,6.5,62.2,59.0,5096,0.2
1.01,0,1,6.5,62.2,54.0,4666,0.2
0.5,3,2,3.6,63.2,56.0,1436,0.2
2.0,4,5,6.0,65.9,60.0,13764,0.2
0.43,1,4,3.1,62.3,58.0,867,0.2
0.7,2,0,2.5,62.8,60.0,4022,0.2
0.72,1,2,6.5,61.7,58.0,2058,0.0
1.32,2,5,6.5,60.9,59.0,4965,0.0
0.9,2,0,6.0,63.4,57.0,4447,0.2
1.5,1,4,6.5,61.1,59.0,6250,0.0
0.55,0,2,3.6,61.7,56.0,1819,0.0
1.02,0,3,2.5,61.6,57.0,8401,0.0
0.71,1,2,6.0,59.8,62.0,2756,0.0
0.94,2,1,6.5,62.0,58.0,3886,0.0
1.51,3,2,6.0,59.5,58.0,14148,0.0
0.61,0,0,6.0,62.1,55.0,1752,0.2
0.31,0,3,3.1,62.3,54.0,586,0.2
0.52,0,3,2.0,61.6,56.0,1881,0.0
0.38,1,4,3.6,60.9,60.0,700,0.0
2.0,2,4,6.0,62.8,57.0,18803,0.2
0.53,0,2,6.5,63.0,54.0,1279,0.2
0.3,0,1,2.5,62.8,55.0,731,0.2
1.02,1,2,3.1,62.7,55.0,7677,0.2
1.68,0,0,6.5,62.7,55.0,11147,0.2
0.36,1,3,3.1,59.7,59.0,726,0.0
0.23,0,3,2.0,61.5,57.0,536,0.0
0.33,0,2,6.5,62.3,55.0,450,0.2
0.52,0,0,3.6,61.7,56.0,1919,0.0
0.51,0,2,2.5,61.2,56.0,2203,0.0
0.34,1,3,3.6,61.0,58.0,596,0.0
0.32,2,2,3.1,60.0,62.0,798,0.0
0.33,0,2,2.0,61.9,55.0,1021,0.0
0.33,0,3,0.0,61.6,53.0,984,0.0
0.53,0,3,2.5,61.4,57.0,1948,0.0
0.42,0,3,3.1,62.7,54.0,921,0.2
1.01,2,4,3.1,64.0,54.0,5305,0.2
0.55,1,3,6.5,61.2,59.0,1069,0.0
0.55,0,0,3.6,61.7,57.0,1848,0.0
0.54,1,2,6.0,61.8,60.0,1330,0.0
0.93,2,1,6.5,60.5,57.0,4325,0.0
0.32,1,3,2.5,61.7,59.0,730,0.0
1.14,1,5,6.0,60.4,60.0,4596,0.0
0.83,1,2,3.6,60.2,60.0,3495,0.0
2.01,1,5,3.6,59.2,62.0,16778,0.0
0.51,0,1,3.6,61.9,55.0,1656,0.0
0.32,1,2,3.6,59.7,59.0,828,0.0
2.26,1,5,6.5,62.0,58.0,16241,0.0
1.52,0,6,6.0,61.9,56.0,8131,0.0
0.58,0,4,3.1,62.3,57.0,1764,0.2
0.7,2,0,6.0,61.0,59.0,2409,0.0
1.0,0,0,6.0,60.2,57.0,4774,0.0
1.05,1,2,3.6,62.6,58.0,7025,0.2
0.33,0,3,3.1,61.6,57.0,699,0.0
2.0,0,4,6.0,65.0,61.0,18604,0.2
0.25,2,3,2.0,60.6,55.0,525,0.0
0.33,1,2,3.6,60.0,60.0,577,0.0
1.5,3,3,0.0,59.9,59.0,13998,0.0
1.08,0,0,6.5,60.2,57.0,5247,0.0
2.5,2,6,6.0,62.8,57.0,17028,0.2
2.01,1,4,6.0,60.0,60.0,12271,0.0
0.55,0,3,2.5,62.0,53.8,2064,0.0
0.31,0,1,3.6,61.6,57.0,872,0.0
0.52,0,3,2.5,59.8,57.0,1911,0.0
1.58,0,1,6.0,61.0,57.0,13557,0.0
0.9,0,2,3.6,61.6,57.0,5141,0.0
1.2,2,2,3.6,61.1,59.0,8436,0.0
0.73,3,1,3.6,63.3,60.0,2723,0.2
0.57,0,1,6.0,61.2,57.0,1613,0.0
0.71,2,0,3.1,62.9,57.0,2910,0.2
1.0,4,4,3.1,65.4,61.0,4368,0.2
0.7,0,3,3.6,61.6,56.0,2757,0.0
0.31,1,1,6.5,61.2,61.0,558,0.0
1.01,1,3,6.5,62.9,57.0,3750,0.2
0.36,2,2,3.6,63.1,57.0,708,0.2
0.71,0,1,3.6,61.8,57.0,3301,0.0
0.24,2,1,2.5,63.6,54.0,485,0.2
0.32,1,3,3.1,60.6,60.0,828,0.0
0.95,1,3,6.5,60.5,62.0,3671,0.0
0.51,0,4,6.5,62.5,55.0,983,0.2
0.38,0,3,2.0,61.6,57.0,1140,0.0
1.0,2,1,6.5,61.9,59.0,4311,0.0
0.38,0,2,2.0,62.4,53.0,1096,0.2
0.9,1,3,6.5,62.8,61.0,3385,0.2
0.71,2,3,3.6,62.3,63.0,2335,0.2
1.07,1,3,6.5,62.9,59.0,4401,0.2
1.53,0,5,6.5,61.8,56.0,6255,0.0
0.23,2,1,2.5,59.4,61.0,505,0.0
0.56,1,0,3.6,61.1,58.0,2066,0.0
0.27,2,2,2.5,61.8,57.0,682,0.0
0.34,0,4,3.1,62.4,55.0,615,0.2
0.7,4,3,6.0,66.0,53.0,1949,0.2
2.6,1,6,6.5,58.3,61.0,17209,0.2
0.56,0,0,3.6,61.2,56.0,2066,0.0
0.41,0,4,6.0,61.7,56.0,1056,0.0
0.41,0,1,2.0,62.1,56.0,1057,0.2
1.62,1,6,6.5,61.8,59.0,5157,0.0
1.1,0,2,2.5,61.2,56.0,10487,0.0
0.36,0,2,2.0,61.0,55.0,1028,0.0
0.41,1,4,2.0,60.4,58.0,1115,0.0
0.32,0,1,2.5,62.3,56.0,842,0.2
0.39,1,3,0.0,59.0,60.0,1362,0.0
0.7,1,2,6.0,62.5,59.0,2354,0.2
1.44,0,3,3.1,62.6,57.0,12093,0.2
0.4,0,5,3.6,62.4,53.0,667,0.2
0.72,0,4,2.5,60.9,56.0,3475,0.0
0.72,1,0,3.1,62.7,56.0,3601,0.2
0.4,0,2,6.5,62.1,54.0,677,0.2
0.31,0,0,6.0,61.9,57.0,732,0.0
0.7,0,1,2.5,62.2,54.0,3585,0.2
1.0,1,3,2.0,61.3,62.0,7644,0.0
2.05,0,6,2.5,62.7,56.0,17214,0.2
2.02,0,4,3.6,61.6,56.0,18050,0.0
0.3,1,1,6.0,61.8,60.0,675,0.0
0.7,0,3,6.0,61.3,56.0,2480,0.0
1.51,1,2,6.0,60.9,59.0,8828,0.0
0.55,1,2,3.6,61.7,56.0,1819,0.0
2.01,1,5,6.5,62.3,59.0,12182,0.2
0.55,0,4,2.0,62.4,56.0,1845,0.2
1.01,2,3,3.6,62.5,59.0,6204,0.2
1.73,1,3,2.5,62.6,55.0,18377,0.2
2.01,1,4,6.5,60.8,59.0,12423,0.0
1.02,0,3,3.6,62.5,55.0,6418,0.2
0.55,0,2,2.0,61.9,55.0,2380,0.0
0.54,0,3,3.1,61.6,56.0,1957,0.0
0.41,0,1,6.5,60.7,57.0,876,0.0
0.45,4,3,6.0,68.6,57.0,756,0.6
0.8,1,4,3.1,62.0,60.0,2935,0.0
0.9,1,4,2.5,62.4,58.0,4657,0.2
1.11,0,0,3.1,61.9,54.0,9870,0.0
0.5,3,0,6.5,63.4,59.0,1157,0.2
1.01,2,2,3.6,60.0,63.0,6598,0.0
0.7,0,5,6.0,61.2,55.0,2343,0.0
0.43,3,2,3.1,61.4,61.1,1167,0.0
1.21,1,3,2.5,59.6,60.0,9541,0.0
0.52,0,2,6.0,62.0,55.0,1383,0.0
1.58,1,3,3.1,62.4,60.0,14451,0.2
0.32,0,3,2.5,61.6,56.0,708,0.0
0.4,2,1,6.0,63.2,56.0,882,0.2
0.4,1,1,6.0,61.0,59.0,687,0.0
0.51,1,0,6.0,61.9,60.0,1642,0.0
1.54,0,3,3.1,61.2,56.0,14278,0.0
1.0,4,2,6.0,65.4,59.0,4798,0.2
1.71,3,3,6.5,63.7,57.0,6847,0.2
0.35,1,3,3.1,62.3,59.0,906,0.2
0.4,3,0,6.5,63.9,53.0,798,0.2
1.31,2,5,6.5,62.7,58.0,5916,0.2
0.3,2,4,2.0,63.0,58.0,684,0.2
0.23,2,1,2.0,62.5,54.0,478,0.2
1.5,1,1,6.5,60.8,59.0,9157,0.0
0.51,3,0,3.6,63.5,56.0,1668,0.2
0.52,0,0,3.6,62.3,56.0,1919,0.2
0.42,2,2,6.0,63.4,56.0,926,0.2
1.03,2,1,3.1,62.8,55.0,7677,0.2
1.0,2,2,3.6,63.2,56.0,6701,0.2
0.54,2,1,3.1,61.7,58.0,1676,0.0
1.41,0,3,3.1,62.6,56.0,11817,0.2
1.01,0,2,3.1,62.2,56.0,9077,0.2
1.01,0,5,3.1,62.6,56.0,4808,0.2
1.01,0,2,2.5,63.0,57.0,9463,0.2
0.9,2,4,6.0,58.7,59.0,3447,0.2
0.3,3,4,2.5,63.6,55.0,776,0.2
0.54,0,3,6.5,62.3,58.0,1133,0.2
0.3,1,1,2.5,60.1,59.0,1013,0.0
0.9,2,3,6.5,59.9,60.0,3581,0.0
0.69,2,3,2.0,60.8,55.0,3323,0.0
0.66,2,1,3.6,63.3,56.3,2443,0.2
0.32,0,4,0.0,61.9,54.2,783,0.0
0.45,1,0,2.0,61.5,55.0,1736,0.0
0.37,1,2,6.5,60.7,57.0,624,0.0
1.02,2,2,6.0,63.1,55.0,5058,0.2
1.14,0,2,2.5,62.7,55.0,9316,0.2
0.71,2,4,6.0,63.5,57.0,2207,0.2
1.3,2,2,6.5,61.1,58.0,6149,0.0
2.01,3,1,6.5,62.3,61.0,17115,0.2
1.12,2,3,2.0,60.9,57.0,8408,0.0
0.71,0,5,3.6,62.3,59.0,2233,0.2
1.21,2,6,3.6,60.9,58.0,4816,0.0
0.45,1,5,6.0,62.2,58.0,941,0.2
0.3,0,2,0.0,61.8,56.0,886,0.0
0.41,1,3,3.1,61.5,58.0,961,0.0
0.45,3,1,6.5,64.1,62.0,680,0.2
0.7,0,0,3.1,61.9,57.0,3093,0.0
0.58,0,3,6.0,61.4,55.8,1442,0.0
0.82,4,3,6.0,66.4,54.0,2339,0.2
0.5,0,1,3.6,61.4,56.0,1629,0.0
1.01,1,3,3.1,60.2,59.0,6618,0.0
1.01,1,4,3.1,61.1,58.0,5515,0.0
0.51,0,4,6.0,61.7,55.0,1354,0.0
0.32,2,6,3.6,62.9,56.0,393,0.2
0.91,2,5,6.0,62.8,57.0,3703,0.2
0.38,0,3,6.0,61.3,56.0,855,0.0
0.53,0,3,3.1,61.9,56.0,1721,0.0
0.41,1,1,6.5,61.7,58.0,953,0.0
0.38,0,3,6.0,61.2,58.0,688,0.0
1.01,2,2,6.0,60.6,60.0,5743,0.0
1.0,1,4,2.5,61.4,59.0,5914,0.0
1.6,2,5,3.1,58.6,58.0,10824,0.2
0.81,1,1,6.0,60.8,59.0,3213,0.0
0.42,0,3,0.0,61.9,53.0,1289,0.0
0.5,1,0,6.0,60.7,59.0,1235,0.0
0.32,0,2,3.6,61.2,56.0,645,0.0
0.26,0,3,0.0,60.8,56.0,648,0.0
2.18,0,5,6.5,62.5,55.0,15850,0.2
0.35,2,3,0.0,62.1,54.0,892,0.2
0.71,1,0,2.0,58.8,58.0,3952,0.2
0.51,2,6,6.0,63.2,56.0,977,0.2
1.49,2,3,6.5,62.5,58.0,7773,0.2
0.71,3,2,3.1,61.8,57.0,3701,0.0
0.33,0,3,0.0,62.2,56.0,984,0.2
0.44,2,3,6.0,61.6,61.0,772,0.0
1.01,4,4,6.0,65.3,61.0,3869,0.2
0.31,2,3,0.0,60.8,56.0,878,0.0
1.16,3,4,6.0,64.2,58.6,5314,0.2
1.01,1,0,2.5,62.2,59.0,8065,0.2
1.2,0,0,6.0,62.7,55.0,7761,0.2
1.33,1,5,3.1,61.5,58.0,6963,0.0
1.03,3,0,6.0,57.7,62.0,5526,0.2
2.04,1,3,10.0,62.4,58.0,9727,0.2
0.83,1,2,3.6,60.2,60.0,3557,0.0
1.38,0,3,6.5,61.4,55.0,7094,0.0
1.51,1,6,3.6,62.8,59.0,7553,0.2
0.36,1,3,3.6,62.5,58.0,589,0.2
1.16,3,4,6.0,64.0,58.0,5576,0.2
1.32,1,5,6.0,60.3,60.0,6653,0.0
2.23,1,4,6.5,59.4,59.0,12921,0.0
0.5,1,0,6.5,62.2,58.0,1279,0.2
1.24,0,1,3.6,62.0,57.0,9240,0.0
1.24,0,5,6.0,62.1,56.0,5902,0.2
1.27,0,6,6.5,62.6,57.0,4693,0.2
1.5,1,3,6.5,61.8,60.0,6224,0.0
1.95,2,4,3.6,61.7,55.0,17374,0.0
0.51,2,1,6.5,58.3,63.0,1265,0.2
1.53,0,3,6.5,62.3,56.0,9468,0.2
1.13,0,1,3.6,62.0,54.0,8253,0.0
0.7,0,2,2.5,62.0,55.0,3191,0.0
0.42,0,4,2.5,62.4,56.0,921,0.2
0.7,3,2,3.6,63.5,56.0,2212,0.2
0.36,1,0,6.0,59.6,58.0,851,0.0
0.54,0,3,2.5,60.6,56.0,1985,0.0
0.9,2,2,6.0,63.2,61.0,3881,0.2
0.7,0,5,3.6,62.2,55.0,2268,0.2
0.31,0,3,2.0,59.0,62.0,755,0.0
